⸮⸮x\҈⸮⸮⸮⸮4QIQJº뼨V⸮⸮n⸮ы⸮⸮⸮⸮⸮⸮⸮⸮⸮⸮!XInitializing I2C MPU...
Testing MPU connection...
MPU6050 connection successful
Initializing DMP...
>......>......
//         X Accel  Y Accel  Z Accel   X Gyro   Y Gyro   Z Gyro
// OFFSETS 906.00000,  -307.00000,  1282.00000,  61.00000,  -5.00000,  15.00000
Enabling DMP...
Enabling interrupt detection (Arduino external interrupt 0)...
DMP ready! Waiting for first interrupt...
Initializing altimeter...
Testing altimeter connection...
BMP085 connection successful
T/P/A	25.00	98694.00	221
ypr	-10.89	7.18	0.48
T/P/A	25.00	98695.00	221
ypr	-10.89	7.19	0.48
T/P/A	25.00	98692.00	221
ypr	-10.89	7.19	0.48
T/P/A	25.00	98693.00	221
ypr	-10.89	7.18	0.48
T/P/A	25.00	98696.00	221
ypr	-10.90	7.18	0.48
T/P/A	25.00	98704.00	220
ypr	-10.90	7.18	0.49
T/P/A	25.00	98698.00	221
ypr	-10.90	7.18	0.49
T/P/A	25.00	98700.00	220
ypr	-10.91	7.18	0.49
T/P/A	25.00	98702.00	220
ypr	-10.91	7.18	0.49
T/P/A	25.00	98700.00	220
ypr	-10.91	7.18	0.49
T/P/A	25.00	98698.00	221
ypr	-10.91	7.17	0.49
T/P/A	25.00	98701.00	220
ypr	-10.91	7.17	0.48
T/P/A	25.00	98704.00	220
ypr	-10.91	7.17	0.48
T/P/A	25.00	98700.00	220
ypr	-10.91	7.18	0.48
T/P/A	25.00	98697.00	221
ypr	-10.91	7.17	0.48
T/P/A	25.00	98697.00	221
ypr	-10.91	7.18	0.48
T/P/A	25.00	98698.00	221
ypr	-10.91	7.17	0.48
T/P/A	25.00	98698.00	221
ypr	-10.91	7.18	0.49
T/P/A	25.00	98698.00	221
ypr	-10.91	7.17	0.48
T/P/A	24.90	98691.00	221
ypr	-10.91	7.18	0.48
T/P/A	25.00	98696.00	221
ypr	-10.91	7.18	0.48
T/P/A	24.90	98688.00	221
ypr	-10.92	7.18	0.48
T/P/A	25.00	98694.00	221
ypr	-10.92	7.18	0.48
T/P/A	24.90	98686.00	222
ypr	-10.92	7.18	0.48
T/P/A	24.90	98684.00	222
ypr	-10.92	7.18	0.48
T/P/A	24.90	98689.00	221
ypr	-10.93	7.18	0.48
T/P/A	25.00	98694.00	221
ypr	-10.93	7.18	0.48
T/P/A	25.00	98700.00	220
ypr	-10.93	7.19	0.48
T/P/A	24.90	98682.00	222
ypr	-10.94	7.19	0.48
T/P/A	25.00	98692.00	221
ypr	-10.93	7.19	0.47
T/P/A	25.00	98694.00	221
ypr	-10.93	7.19	0.47
T/P/A	25.00	98691.00	221
ypr	-10.93	7.19	0.47
T/P/A	24.90	98688.00	221
ypr	-10.93	7.18	0.48
T/P/A	24.90	98688.00	221
ypr	-10.94	7.18	0.47
T/P/A	24.90	98688.00	221
ypr	-10.94	7.19	0.48
T/P/A	24.90	98690.00	221
ypr	-10.94	7.19	0.48
T/P/A	24.90	98692.00	221
ypr	-10.94	7.19	0.48
T/P/A	24.90	98686.00	222
ypr	-10.94	7.18	0.48
T/P/A	24.90	98690.00	221
ypr	-10.94	7.18	0.48
T/P/A	24.90	98684.00	222
ypr	-10.94	7.18	0.48
T/P/A	24.90	98687.00	221
ypr	-10.94	7.18	0.47
T/P/A	24.90	98694.00	221
ypr	-10.94	7.18	0.47
T/P/A	24.90	98694.00	221
ypr	-10.94	7.19	0.47
T/P/A	24.90	98681.00	222
ypr	-10.94	7.19	0.47
T/P/A	24.90	98688.00	221
ypr	-10.94	7.18	0.47
T/P/A	24.90	98689.00	221
ypr	-10.94	7.18	0.47
T/P/A	24.90	98688.00	221
ypr	-10.94	7.18	0.47
T/P/A	24.90	98687.00	221
ypr	-10.94	7.18	0.47
T/P/A	24.90	98689.00	221
ypr	-10.94	7.19	0.47
T/P/A	24.90	98694.00	221
ypr	-10.94	7.19	0.47
T/P/A	24.90	98695.00	221
ypr	-10.94	7.18	0.47
T/P/A	24.90	98688.00	221
ypr	-10.94	7.18	0.47
T/P/A	24.90	98688.00	221
ypr	-10.94	7.18	0.47
T/P/A	24.90	98685.00	222
ypr	-10.94	7.18	0.47
T/P/A	24.90	98688.00	221
ypr	-10.94	7.18	0.47
T/P/A	24.90	98690.00	221
ypr	-10.94	7.18	0.48
T/P/A	24.90	98690.00	221
ypr	-10.94	7.18	0.47
T/P/A	24.90	98686.00	222
ypr	-10.94	7.18	0.47
T/P/A	24.90	98680.00	222
ypr	-10.94	7.19	0.48
T/P/A	24.90	98683.00	222
ypr	-10.94	7.19	0.48
T/P/A	24.90	98687.00	221
ypr	-10.94	7.18	0.49
T/P/A	24.90	98690.00	221
ypr	-10.94	7.19	0.49
T/P/A	24.90	98686.00	222
ypr	-10.94	7.19	0.49
T/P/A	24.90	98689.00	221
ypr	-10.94	7.19	0.49
T/P/A	24.90	98686.00	222
ypr	-10.94	7.19	0.49
T/P/A	24.90	98691.00	221
ypr	-10.94	7.19	0.49
T/P/A	24.90	98689.00	221
ypr	-10.94	7.19	0.49
T/P/A	24.90	98697.00	221
ypr	-10.94	7.19	0.49
T/P/A	24.90	98689.00	221
ypr	-10.94	7.19	0.49
T/P/A	24.90	98694.00	221
ypr	-10.94	7.18	0.48
T/P/A	24.90	98686.00	222
ypr	-10.94	7.18	0.48
T/P/A	24.90	98682.00	222
ypr	-10.94	7.19	0.48
T/P/A	24.90	98689.00	221
ypr	-10.94	7.19	0.48
T/P/A	24.90	98696.00	221
ypr	-10.94	7.19	0.48
T/P/A	24.90	98693.00	221
ypr	-10.94	7.18	0.48
T/P/A	24.90	98693.00	221
ypr	-10.94	7.18	0.47
T/P/A	24.90	98696.00	221
ypr	-10.94	7.17	0.48
T/P/A	24.90	98700.00	220
ypr	-10.94	7.17	0.48
T/P/A	24.90	98693.00	221
ypr	-10.94	7.17	0.48
T/P/A	24.90	98694.00	221
ypr	-10.94	7.17	0.48
T/P/A	24.90	98696.00	221
ypr	-10.94	7.17	0.48
T/P/A	24.90	98694.00	221
ypr	-10.94	7.17	0.48
T/P/A	24.90	98692.00	221
ypr	-10.94	7.17	0.48
T/P/A	24.90	98692.00	221
ypr	-10.94	7.17	0.48
T/P/A	24.90	98691.00	221
ypr	-10.94	7.17	0.48
T/P/A	24.90	98690.00	221
ypr	-10.94	7.18	0.48
T/P/A	24.90	98692.00	221
ypr	-10.94	7.17	0.48
T/P/A	24.90	98691.00	221
ypr	-10.95	7.17	0.48
T/P/A	24.90	98696.00	221
ypr	-10.95	7.18	0.48
T/P/A	24.90	98690.00	221
ypr	-10.95	7.18	0.48
T/P/A	24.90	98690.00	221
ypr	-10.95	7.18	0.48
T/P/A	24.90	98690.00	221
ypr	-10.95	7.18	0.48
T/P/A	24.90	98694.00	221
ypr	-10.95	7.17	0.48
T/P/A	24.90	98694.00	221
ypr	-10.95	7.17	0.48
T/P/A	24.90	98690.00	221
ypr	-10.96	7.18	0.48
T/P/A	24.90	98692.00	221
ypr	-10.96	7.18	0.48
T/P/A	24.90	98692.00	221
ypr	-10.96	7.18	0.48
T/P/A	24.90	98684.00	222
ypr	-10.96	7.18	0.48
T/P/A	24.90	98696.00	221
ypr	-10.96	7.18	0.48
T/P/A	24.90	98691.00	221
ypr	-10.96	7.18	0.49
T/P/A	24.90	98698.00	221
ypr	-10.96	7.19	0.49
T/P/A	24.90	98695.00	221
ypr	-10.96	7.19	0.49
T/P/A	24.90	98692.00	221
ypr	-10.96	7.19	0.49
T/P/A	24.90	98698.00	221
ypr	-10.96	7.19	0.48
T/P/A	24.90	98696.00	221
ypr	-10.96	7.19	0.48
T/P/A	24.90	98697.00	221
ypr	-10.96	7.18	0.48
T/P/A	24.90	98698.00	221
ypr	-10.96	7.18	0.48
T/P/A	24.90	98695.00	221
ypr	-10.96	7.18	0.48
T/P/A	24.90	98690.00	221
ypr	-10.96	7.19	0.48
T/P/A	24.90	98688.00	221
ypr	-10.97	7.19	0.48
T/P/A	24.90	98703.00	220
ypr	-10.97	7.19	0.48
T/P/A	24.90	98701.00	220
ypr	-10.97	7.19	0.47
T/P/A	24.90	98697.00	221
ypr	-10.97	7.19	0.47
T/P/A	24.90	98696.00	221
ypr	-10.97	7.19	0.47
T/P/A	24.90	98690.00	221
ypr	-10.98	7.20	0.48
T/P/A	24.90	98695.00	221
ypr	-10.97	7.20	0.48
T/P/A	24.90	98689.00	221
ypr	-10.97	7.20	0.48
T/P/A	24.90	98690.00	221
ypr	-10.98	7.19	0.47
T/P/A	24.90	98693.00	221
ypr	-10.98	7.19	0.47
T/P/A	24.90	98696.00	221
ypr	-10.97	7.19	0.47
T/P/A	24.90	98697.00	221
ypr	-10.97	7.19	0.47
T/P/A	24.90	98695.00	221
ypr	-10.97	7.19	0.47
T/P/A	24.90	98693.00	221
ypr	-10.98	7.19	0.47
T/P/A	24.90	98700.00	220
ypr	-10.97	7.19	0.48
T/P/A	24.90	98696.00	221
ypr	-10.97	7.20	0.48
T/P/A	24.90	98700.00	220
ypr	-10.98	7.20	0.48
T/P/A	24.90	98694.00	221
ypr	-10.98	7.20	0.48
T/P/A	24.90	98695.00	221
ypr	-10.98	7.20	0.48
T/P/A	24.90	98691.00	221
ypr	-10.98	7.19	0.47
T/P/A	24.90	98690.00	221
ypr	-10.98	7.19	0.47
T/P/A	24.90	98694.00	221
ypr	-10.98	7.19	0.47
T/P/A	24.90	98688.00	221
ypr	-10.98	7.19	0.47
T/P/A	24.90	98695.00	221
ypr	-10.98	7.19	0.47
T/P/A	24.90	98696.00	221
ypr	-10.98	7.19	0.47
T/P/A	24.90	98693.00	221
ypr	-10.98	7.19	0.47
T/P/A	24.90	98692.00	221
ypr	-10.99	7.19	0.47
T/P/A	24.90	98702.00	220
ypr	-10.99	7.20	0.48
T/P/A	24.90	98699.00	220
ypr	-10.99	7.20	0.48
T/P/A	24.90	98690.00	221
ypr	-10.99	7.19	0.47
T/P/A	24.90	98692.00	221
ypr	-10.99	7.19	0.47
T/P/A	24.90	98694.00	221
ypr	-10.99	7.19	0.47
T/P/A	24.90	98695.00	221
ypr	-10.99	7.19	0.46
T/P/A	24.90	98693.00	221
ypr	-10.99	7.19	0.47
T/P/A	24.90	98691.00	221
ypr	-11.00	7.19	0.46
T/P/A	24.90	98694.00	221
ypr	-11.00	7.19	0.47
T/P/A	24.90	98694.00	221
ypr	-11.00	7.19	0.46
T/P/A	24.90	98709.00	220
ypr	-11.00	7.19	0.46
T/P/A	24.90	98698.00	221
ypr	-11.00	7.19	0.46
T/P/A	24.90	98697.00	221
ypr	-11.01	7.19	0.46
T/P/A	24.90	98696.00	221
ypr	-11.01	7.19	0.46
T/P/A	24.90	98695.00	221
ypr	-11.00	7.18	0.47
T/P/A	24.90	98703.00	220
ypr	-11.01	7.18	0.46
T/P/A	24.90	98695.00	221
ypr	-11.01	7.18	0.46
T/P/A	24.90	98694.00	221
ypr	-11.01	7.18	0.46
T/P/A	24.90	98695.00	221
ypr	-11.01	7.18	0.46
T/P/A	24.90	98696.00	221
ypr	-11.01	7.17	0.46
T/P/A	24.90	98699.00	220
ypr	-11.01	7.18	0.47
T/P/A	24.90	98697.00	221
ypr	-11.01	7.18	0.47
T/P/A	24.90	98690.00	221
ypr	-11.01	7.18	0.46
T/P/A	24.90	98692.00	221
ypr	-11.01	7.18	0.46
T/P/A	24.90	98693.00	221
ypr	-11.01	7.19	0.46
T/P/A	24.90	98692.00	221
ypr	-11.01	7.19	0.46
T/P/A	24.90	98691.00	221
ypr	-11.01	7.19	0.46
T/P/A	24.90	98693.00	221
ypr	-11.01	7.19	0.47
T/P/A	24.90	98696.00	221
ypr	-11.01	7.19	0.46
T/P/A	24.90	98690.00	221
ypr	-11.01	7.19	0.47
T/P/A	24.90	98692.00	221
ypr	-11.01	7.19	0.47
T/P/A	24.90	98694.00	221
ypr	-11.01	7.18	0.48
T/P/A	24.90	98686.00	222
ypr	-11.01	7.19	0.48
T/P/A	24.90	98690.00	221
ypr	-11.01	7.19	0.48
T/P/A	24.90	98690.00	221
ypr	-11.01	7.19	0.48
T/P/A	24.90	98691.00	221
ypr	-11.01	7.19	0.48
T/P/A	24.90	98686.00	222
ypr	-11.01	7.19	0.48
T/P/A	24.90	98689.00	221
ypr	-11.01	7.18	0.47
T/P/A	24.90	98692.00	221
ypr	-11.01	7.18	0.47
T/P/A	24.90	98687.00	221
ypr	-11.01	7.18	0.47
T/P/A	24.90	98690.00	221
ypr	-11.01	7.18	0.47
T/P/A	24.90	98687.00	221
ypr	-11.01	7.18	0.47
T/P/A	24.90	98692.00	221
ypr	-11.01	7.18	0.47
T/P/A	24.90	98691.00	221
ypr	-11.01	7.18	0.47
T/P/A	24.90	98684.00	222
ypr	-11.01	7.18	0.47
T/P/A	24.90	98695.00	221
ypr	-11.01	7.18	0.47
T/P/A	24.90	98687.00	221
ypr	-11.00	7.18	0.46
T/P/A	24.90	98690.00	221
ypr	-11.00	7.18	0.46
T/P/A	24.90	98697.00	221
ypr	-11.00	7.17	0.46
T/P/A	24.90	98696.00	221
ypr	-11.00	7.17	0.46
T/P/A	24.90	98699.00	220
ypr	-11.00	7.18	0.46
T/P/A	24.90	98691.00	221
ypr	-11.01	7.18	0.46
T/P/A	24.90	98695.00	221
ypr	-11.01	7.18	0.46
T/P/A	24.90	98697.00	221
ypr	-11.01	7.19	0.46
T/P/A	24.90	98695.00	221
ypr	-11.01	7.19	0.46
T/P/A	24.90	98699.00	220
ypr	-11.01	7.19	0.47
T/P/A	24.90	98701.00	220
ypr	-11.01	7.19	0.48
T/P/A	24.90	98699.00	220
ypr	-11.00	7.18	0.48
T/P/A	24.90	98692.00	221
ypr	-11.00	7.19	0.48
T/P/A	24.90	98694.00	221
ypr	-11.00	7.19	0.48
T/P/A	24.90	98700.00	220
ypr	-11.00	7.19	0.48
T/P/A	24.90	98697.00	221
ypr	-11.00	7.19	0.48
T/P/A	24.90	98703.00	220
ypr	-11.01	7.19	0.48
T/P/A	24.90	98701.00	220
ypr	-11.00	7.18	0.48
T/P/A	24.90	98694.00	221
ypr	-11.00	7.19	0.48
T/P/A	24.90	98694.00	221
ypr	-11.00	7.19	0.48
T/P/A	24.90	98693.00	221
ypr	-11.00	7.20	0.48
T/P/A	24.90	98699.00	220
ypr	-11.01	7.20	0.48
T/P/A	24.90	98701.00	220
ypr	-11.01	7.20	0.48
T/P/A	24.90	98699.00	220
ypr	-11.01	7.19	0.47
T/P/A	24.90	98693.00	221
ypr	-11.01	7.20	0.48
T/P/A	24.90	98697.00	221
ypr	-11.01	7.20	0.48
T/P/A	24.90	98692.00	221
ypr	-11.01	7.19	0.47
T/P/A	24.90	98689.00	221
ypr	-11.01	7.20	0.48
T/P/A	24.90	98696.00	221
ypr	-11.01	7.20	0.48
T/P/A	24.90	98691.00	221
ypr	-11.01	7.19	0.48
T/P/A	24.90	98691.00	221
ypr	-11.01	7.19	0.47
T/P/A	24.90	98692.00	221
ypr	-11.01	7.18	0.48
T/P/A	24.90	98695.00	221
ypr	-11.01	7.18	0.48
T/P/A	24.90	98699.00	220
ypr	-11.01	7.18	0.48
T/P/A	24.90	98694.00	221
ypr	-11.01	7.18	0.48
T/P/A	24.90	98701.00	220
ypr	-11.01	7.17	0.48
T/P/A	24.90	98696.00	221
ypr	-11.01	7.18	0.48
T/P/A	24.90	98693.00	221
ypr	-11.01	7.18	0.48
T/P/A	24.90	98697.00	221
ypr	-11.01	7.18	0.48
T/P/A	24.90	98701.00	220
ypr	-11.01	7.18	0.48
T/P/A	24.90	98693.00	221
ypr	-11.01	7.19	0.48
T/P/A	24.90	98693.00	221
ypr	-11.01	7.19	0.48
T/P/A	24.90	98692.00	221
ypr	-11.01	7.19	0.48
T/P/A	24.90	98698.00	221
ypr	-11.01	7.18	0.48
T/P/A	24.90	98691.00	221
ypr	-11.01	7.18	0.48
T/P/A	24.90	98697.00	221
ypr	-11.01	7.18	0.48
T/P/A	24.90	98697.00	221
ypr	-11.01	7.18	0.48
T/P/A	24.90	98695.00	221
ypr	-11.01	7.18	0.48
T/P/A	24.90	98698.00	221
ypr	-11.01	7.18	0.48
T/P/A	24.90	98698.00	221
ypr	-11.01	7.18	0.49
T/P/A	24.90	98700.00	220
ypr	-11.02	7.18	0.48
T/P/A	24.90	98695.00	221
ypr	-11.02	7.18	0.48
T/P/A	24.90	98700.00	220
ypr	-11.02	7.18	0.48
T/P/A	24.90	98700.00	220
ypr	-11.03	7.19	0.48
T/P/A	24.90	98698.00	221
ypr	-11.02	7.18	0.48
T/P/A	24.90	98702.00	220
ypr	-11.03	7.18	0.48
T/P/A	24.90	98696.00	221
ypr	-11.03	7.18	0.48
T/P/A	24.90	98697.00	221
ypr	-11.03	7.18	0.48
T/P/A	24.90	98698.00	221
ypr	-11.03	7.18	0.48
T/P/A	24.90	98701.00	220
ypr	-11.03	7.19	0.48
T/P/A	24.90	98696.00	221
ypr	-11.03	7.19	0.48
T/P/A	24.90	98695.00	221
ypr	-11.03	7.19	0.48
T/P/A	24.90	98694.00	221
ypr	-11.03	7.19	0.48
T/P/A	24.90	98698.00	221
ypr	-11.03	7.19	0.48
T/P/A	24.90	98697.00	221
ypr	-11.02	7.19	0.48
T/P/A	24.90	98699.00	220
ypr	-11.03	7.19	0.48
T/P/A	24.90	98697.00	221
ypr	-11.03	7.19	0.48
T/P/A	24.90	98695.00	221
ypr	-11.03	7.19	0.48
T/P/A	24.90	98691.00	221
ypr	-11.03	7.19	0.48
T/P/A	24.90	98695.00	221
ypr	-11.03	7.20	0.47
T/P/A	24.90	98697.00	221
ypr	-11.03	7.20	0.47
T/P/A	24.90	98688.00	221
ypr	-11.03	7.20	0.48
T/P/A	24.90	98687.00	221
ypr	-11.03	7.20	0.48
T/P/A	24.90	98693.00	221
ypr	-11.03	7.19	0.48
T/P/A	24.90	98688.00	221
ypr	-11.03	7.20	0.48
T/P/A	24.90	98697.00	221
ypr	-11.03	7.19	0.48
T/P/A	24.90	98693.00	221
ypr	-11.03	7.19	0.48
T/P/A	24.90	98698.00	221
ypr	-11.04	7.19	0.47
T/P/A	24.90	98693.00	221
ypr	-11.04	7.19	0.47
T/P/A	24.90	98694.00	221
ypr	-11.04	7.19	0.47
T/P/A	24.90	98687.00	221
ypr	-11.04	7.19	0.47
T/P/A	24.90	98692.00	221
ypr	-11.04	7.19	0.47
T/P/A	24.90	98693.00	221
ypr	-11.05	7.19	0.47
T/P/A	24.90	98691.00	221
ypr	-11.05	7.19	0.47
T/P/A	24.90	98694.00	221
ypr	-11.05	7.20	0.47
T/P/A	24.90	98694.00	221
ypr	-11.05	7.20	0.47
T/P/A	24.90	98699.00	220
ypr	-11.05	7.20	0.47
T/P/A	24.90	98699.00	220
ypr	-11.05	7.20	0.47
T/P/A	24.90	98694.00	221
ypr	-11.05	7.20	0.47
T/P/A	24.90	98696.00	221
ypr	-11.05	7.19	0.47
T/P/A	24.90	98692.00	221
ypr	-11.05	7.19	0.47
T/P/A	24.90	98695.00	221
ypr	-11.05	7.19	0.47
T/P/A	24.90	98699.00	220
ypr	-11.05	7.19	0.47
T/P/A	24.90	98697.00	221
ypr	-11.05	7.19	0.47
T/P/A	24.90	98695.00	221
ypr	-11.05	7.19	0.47
T/P/A	24.90	98701.00	220
ypr	-11.05	7.19	0.47
T/P/A	24.90	98697.00	221
ypr	-11.05	7.19	0.47
T/P/A	24.90	98695.00	221
ypr	-11.05	7.19	0.47
T/P/A	24.90	98693.00	221
ypr	-11.05	7.19	0.47
T/P/A	24.90	98695.00	221
ypr	-11.05	7.19	0.47
T/P/A	24.90	98697.00	221
ypr	-11.05	7.19	0.47
T/P/A	24.90	98699.00	220
ypr	-11.05	7.18	0.47
T/P/A	24.90	98700.00	220
ypr	-11.05	7.19	0.47
T/P/A	24.90	98686.00	222
ypr	-11.05	7.18	0.47
T/P/A	24.90	98691.00	221
ypr	-11.05	7.18	0.47
T/P/A	24.90	98691.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.90	98688.00	221
ypr	-11.05	7.19	0.48
T/P/A	24.90	98697.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.90	98690.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.90	98683.00	222
ypr	-11.05	7.18	0.48
T/P/A	24.90	98688.00	221
ypr	-11.05	7.17	0.48
T/P/A	24.90	98689.00	221
ypr	-11.05	7.17	0.48
T/P/A	24.90	98684.00	222
ypr	-11.05	7.17	0.48
T/P/A	24.90	98683.00	222
ypr	-11.05	7.18	0.48
T/P/A	24.80	98688.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.90	98692.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.90	98692.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.90	98687.00	221
ypr	-11.05	7.18	0.49
T/P/A	24.80	98685.00	222
ypr	-11.05	7.18	0.48
T/P/A	24.90	98689.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.90	98689.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.80	98695.00	221
ypr	-11.05	7.18	0.49
T/P/A	24.90	98690.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.90	98695.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.90	98689.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.80	98690.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.80	98686.00	222
ypr	-11.05	7.18	0.48
T/P/A	24.90	98692.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.90	98693.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.80	98684.00	222
ypr	-11.05	7.18	0.47
T/P/A	24.80	98686.00	222
ypr	-11.05	7.18	0.47
T/P/A	24.80	98689.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.80	98684.00	222
ypr	-11.05	7.18	0.48
T/P/A	24.80	98687.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.80	98692.00	221
ypr	-11.05	7.18	0.48
T/P/A	24.80	98687.00	221
ypr	-11.06	7.18	0.49
T/P/A	24.80	98692.00	221
ypr	-11.06	7.18	0.49
T/P/A	24.80	98685.00	222
ypr	-11.06	7.18	0.49
T/P/A	24.80	98691.00	221
ypr	-11.06	7.18	0.49
T/P/A	24.80	98685.00	222
ypr	-11.06	7.19	0.49
T/P/A	24.90	98687.00	221
ypr	-11.06	7.19	0.49
T/P/A	24.80	98690.00	221
ypr	-11.06	7.18	0.48
T/P/A	24.80	98694.00	221
ypr	-11.06	7.18	0.49
T/P/A	24.90	98692.00	221
ypr	-11.07	7.18	0.49
T/P/A	24.80	98686.00	222
ypr	-11.07	7.18	0.49
T/P/A	24.90	98685.00	222
ypr	-11.07	7.19	0.48
T/P/A	24.80	98687.00	221
ypr	-11.07	7.19	0.48
T/P/A	24.80	98684.00	222
ypr	-11.07	7.18	0.48
T/P/A	24.80	98687.00	221
ypr	-11.07	7.19	0.48
T/P/A	24.80	98685.00	222
ypr	-11.08	7.19	0.49
T/P/A	24.80	98689.00	221
ypr	-11.08	7.18	0.49
T/P/A	24.80	98690.00	221
ypr	-11.08	7.18	0.49
T/P/A	24.80	98692.00	221
ypr	-11.08	7.18	0.49
T/P/A	24.80	98689.00	221
ypr	-11.08	7.18	0.49
T/P/A	24.90	98692.00	221
ypr	-11.08	7.18	0.48
T/P/A	24.80	98687.00	221
ypr	-11.08	7.18	0.48
T/P/A	24.90	98693.00	221
ypr	-11.08	7.18	0.48
T/P/A	24.80	98695.00	221
ypr	-11.08	7.18	0.47
T/P/A	24.80	98692.00	221
ypr	-11.08	7.18	0.48
T/P/A	24.80	98687.00	221
ypr	-11.08	7.18	0.47
T/P/A	24.80	98691.00	221
ypr	-11.08	7.18	0.47
T/P/A	24.80	98681.00	222
ypr	-11.08	7.18	0.47
T/P/A	24.80	98685.00	222
ypr	-11.08	7.18	0.48
T/P/A	24.80	98686.00	222
ypr	-11.08	7.18	0.47
T/P/A	24.80	98694.00	221
ypr	-11.08	7.18	0.47
T/P/A	24.80	98690.00	221
ypr	-11.08	7.18	0.47
T/P/A	24.80	98697.00	221
ypr	-11.08	7.18	0.47
T/P/A	24.80	98690.00	221
ypr	-11.08	7.18	0.48
T/P/A	24.80	98696.00	221
ypr	-11.08	7.18	0.47
T/P/A	24.80	98697.00	221
ypr	-11.08	7.17	0.47
T/P/A	24.80	98687.00	221
ypr	-11.08	7.18	0.47
T/P/A	24.80	98684.00	222
ypr	-11.08	7.18	0.47
T/P/A	24.80	98692.00	221
ypr	-11.08	7.17	0.47
T/P/A	24.80	98690.00	221
ypr	-11.08	7.17	0.47
T/P/A	24.80	98697.00	221
ypr	-11.08	7.17	0.47
T/P/A	24.80	98695.00	221
ypr	-11.09	7.17	0.47
T/P/A	24.80	98696.00	221
ypr	-11.09	7.17	0.47
T/P/A	24.80	98691.00	221
ypr	-11.09	7.17	0.47
T/P/A	24.80	98696.00	221
ypr	-11.09	7.17	0.47
T/P/A	24.80	98682.00	222
ypr	-11.09	7.17	0.47
T/P/A	24.80	98693.00	221
ypr	-11.09	7.17	0.47
T/P/A	24.80	98687.00	221
ypr	-11.09	7.18	0.48
T/P/A	24.80	98696.00	221
ypr	-11.10	7.17	0.47
T/P/A	24.80	98689.00	221
ypr	-11.10	7.17	0.47
T/P/A	24.80	98689.00	221
ypr	-11.10	7.17	0.47
T/P/A	24.80	98693.00	221
ypr	-11.10	7.17	0.47
T/P/A	24.80	98685.00	222
ypr	-11.10	7.17	0.47
T/P/A	24.80	98689.00	221
ypr	-11.10	7.17	0.47
T/P/A	24.80	98687.00	221
ypr	-11.10	7.17	0.47
T/P/A	24.80	98691.00	221
ypr	-11.10	7.17	0.47
T/P/A	24.80	98688.00	221
ypr	-11.10	7.17	0.47
T/P/A	24.80	98689.00	221
ypr	-11.10	7.18	0.47
T/P/A	24.80	98688.00	221
ypr	-11.10	7.18	0.47
T/P/A	24.80	98691.00	221
ypr	-11.10	7.17	0.47
T/P/A	24.80	98696.00	221
ypr	-11.10	7.18	0.48
T/P/A	24.80	98692.00	221
ypr	-11.10	7.18	0.48
T/P/A	24.80	98691.00	221
ypr	-11.10	7.17	0.47
T/P/A	24.80	98692.00	221
ypr	-11.10	7.18	0.48
T/P/A	24.80	98693.00	221
ypr	-11.10	7.18	0.48
T/P/A	24.80	98693.00	221
ypr	-11.10	7.18	0.48
T/P/A	24.80	98698.00	221
ypr	-11.10	7.18	0.48
T/P/A	24.80	98696.00	221
ypr	-11.10	7.18	0.48
T/P/A	24.80	98691.00	221
ypr	-11.10	7.18	0.48
T/P/A	24.80	98690.00	221
ypr	-11.10	7.18	0.48
T/P/A	24.80	98690.00	221
ypr	-11.11	7.18	0.48
T/P/A	24.80	98691.00	221
ypr	-11.11	7.19	0.47
T/P/A	24.80	98691.00	221
ypr	-11.11	7.18	0.47
T/P/A	24.80	98696.00	221
ypr	-11.11	7.18	0.47
T/P/A	24.80	98689.00	221
ypr	-11.11	7.18	0.48
T/P/A	24.80	98691.00	221
ypr	-11.10	7.18	0.47
T/P/A	24.80	98692.00	221
ypr	-11.11	7.17	0.47
T/P/A	24.80	98695.00	221
ypr	-11.11	7.18	0.47
T/P/A	24.80	98689.00	221
ypr	-11.11	7.19	0.47
T/P/A	24.80	98692.00	221
ypr	-11.11	7.18	0.47
T/P/A	24.80	98694.00	221
ypr	-11.11	7.19	0.47
T/P/A	24.80	98688.00	221
ypr	-11.11	7.19	0.46
T/P/A	24.80	98693.00	221
ypr	-11.11	7.19	0.47
T/P/A	24.80	98691.00	221
ypr	-11.12	7.18	0.47
T/P/A	24.80	98692.00	221
ypr	-11.11	7.19	0.47
T/P/A	24.80	98685.00	222
ypr	-11.11	7.19	0.47
T/P/A	24.80	98685.00	222
ypr	-11.12	7.19	0.48
